Date,River_Basin,Climate_Model,Population_Growth_Rate,Efficiency,Precipitation,Runoff,SW_In,SW_Out,SW_Diversions,SW_Returns,GW_Diversions,GW_Returns,Recharge,GW_In,SW_to_GW,GW_Out,ET_Land_Surface,ET_SW,ET_Human_Use,ET_GW,ET_Total,Cumulative_Storage_Change_Human_Use,Cumulative_Storage_Change_GW,Monthly_Storage_Change_Human_Use,Monthly_Storage_Change_GW,Ag_Land
Jan 2016,Texas_Gulf,GFDL,High,High,20.03,0.05,0,0,0.01,0.74,3.16,0.02,0.06,0,0.77,0,19.91,0.01,2.41,0,22.33,0,-13779.68,0,0,Low
Feb 2016,Texas_Gulf,GFDL,High,High,5.36,0.05,0,0,0.01,0.74,3.18,0.03,0.03,0,0.74,0,5.28,0.04,2.42,0,7.74,0,-13781.98,0,-2.29999999999927,Low
Mar 2016,Texas_Gulf,GFDL,High,High,83.54,0.63,0,0,0.01,0.74,13.3,2.94,0.4,0,1.22,0,82.51,0.14,9.63,0,92.27,0,-13784.36,0,-2.38000000000102,Low
Apr 2016,Texas_Gulf,GFDL,High,High,11.19,0.07,0,0,0.01,0.74,79.59,21.13,0.07,0,0.73,0,11.05,0.08,57.72,0.17,69.02,0,-13793.1,0,-8.73999999999978,Low
May 2016,Texas_Gulf,GFDL,High,High,126.9,0.54,0,0,0,0.74,88.57,23.61,0.37,0,1.15,0,125.99,0.12,64.22,0.2,190.54,0,-13850.93,0,-57.8299999999999,Low
Jun 2016,Texas_Gulf,GFDL,High,High,36.42,0.26,0,0,0,0.74,114.84,30.86,0.18,0,0.85,0,35.98,0.15,83.24,0.25,119.62,0,-13914.57,0,-63.6399999999994,Low
Jul 2016,Texas_Gulf,GFDL,High,High,951.31,2.66,0,0,0.01,0.74,61.61,16.17,1.89,0,3.3,0,946.75,0.09,44.71,0.22,991.77,0,-13997.77,0,-83.2000000000007,Low
Aug 2016,Texas_Gulf,GFDL,High,High,529.7,2.26,0,0,0.01,0.74,71.4,18.88,1.61,0,2.9,0,525.83,0.09,51.79,0.19,577.9,0,-14038.23,0,-40.4599999999991,Low
Sep 2016,Texas_Gulf,GFDL,High,High,300.88,0.8,0,0,0.01,0.74,75.14,19.9,0.69,0,1.45,0,299.4,0.07,54.51,0.17,354.14,0,-14086.44,0,-48.2100000000009,Low
Oct 2016,Texas_Gulf,GFDL,High,High,176.07,0.47,0,0,0.01,0.74,56.32,14.71,0.34,0,1.17,0,175.27,0.03,40.88,0.11,216.28,0,-14139.7,0,-53.2600000000002,Low
Nov 2016,Texas_Gulf,GFDL,High,High,301.32,1.23,0,0,0.01,0.74,3.44,0.11,0.8,0,1.94,0,299.29,0.02,2.61,0,301.92,0,-14179.91,0,-40.2099999999991,Low
Dec 2016,Texas_Gulf,GFDL,High,High,35.5,0.2,0,0,0.01,0.74,3.16,0.02,0.13,0,0.92,0,35.17,0.01,2.41,0,37.59,0,-14180.51,0,-0.600000000000364,Low
Jan 2017,Texas_Gulf,GFDL,High,High,240.4,0.76,0,0,0.01,0.74,3.16,0.02,0.51,0,1.48,0,239.12,0.01,2.41,0,241.55,0,-14182.6,0,-2.09000000000015,Low
